,Word,Meaning,ShortDefinition,LongDefinition,Synonyms,Antonyms
0,innocuous,(adj) not injurious to physical or mental health (adj) lacking intent or capacity to injure (adj) not causing disapproval,"Something that's innocuous isn't harmful or likely to cause injury. Public figures like mayors and governors have to expect they'll get critical or even hurtful emails and phone calls, as well as more innocuous feedback.","The adjective innocuous is useful when you're talking about something that doesn't offend or injure anyone. Innocuous remarks or comments are meant kindly, and innocuous germs won't make you sick. An innocuous question is innocently curious, rather than aimed to hurt someone's feelings. The word comes from the Latin roots in-, ""not,"" and nocere, ""to injure or harm.""",harmless innoxious innocent unobjectionable,noxious harmful baneful deadly pernicious pestilent corrupting degrading vesicant vesicatory toxic unwholesome
0,pathological,(adj) of or relating to the practice of pathology (adj) caused by or evidencing a mentally disturbed condition (adj) caused by or altered by or manifesting disease or pathology,"If something is caused by a physical or mental disease, it is pathological. Someone with a pathological compulsion for cleanliness might scrub the floors for hours every night.","Pathological comes from a Greek word, pathologikos, which means “treating of diseases” — pathos means ""suffering."" Anyone who studies or works with diseases, from their causes to their symptoms, identifies how the disease affects its victims, in other words, its pathological effects. Remember that this is a medical distinction. If a person has, for example, obsessive-compulsive disorder, his or her repetitive actions are pathological.",pathologic neurotic psychoneurotic diseased morbid pathologic,
0,banal,(adj) repeated too often; overfamiliar through overuse,"If something is boring and unoriginal, it's banal. Banal things are dull as dishwater.","Ever notice how some TV shows, songs, and even phrases are boring and unoriginal? It's like you've seen or heard the same thing a million times. Anything that's unoriginal and dull is banal — a fancy word for things that bore you to tears. When you're writing, try not to be banal. Clichés and dull topics are banal. New ideas, fresh language, and unusual subject matter can keep your writing from being dreary and banal.",commonplace hackneyed old-hat shopworn stock threadbare timeworn tired trite well-worn,
0,dirge,(n) a song or hymn of mourning composed or performed as a memorial to a dead person,"A dirge is a song of mourning, performed as a memorial to someone who’s died. As you might imagine, a dirge is usually quite sad. Another word with a similar meaning that you might know is “requiem.”","The noun dirge comes from the Latin dirige, which means “direct,” and is the beginning of a prayer that translates as “Direct my way in your sight, O Lord my God.” Dirge can still have a religious meaning, but it can also be any sad and mournful song, poem, or hymn composed or performed in memory of someone who has died. You can also say that something mournful sounds like a dirge, using the word in a more poetic sense.",coronach lament requiem threnody,
0,facetious,(adj) cleverly amusing in tone,"If someone is being facetious they’re being playful with an edge. A knock-knock joke isn’t facetious, but if you call it the most advanced form of comedy, you’re probably being facetious.","The word facetious comes from the French facétie for “joke,” and has come to describe a joke with a little drop of sarcasm. It used to imply “funny and witty,” as in, “Oh what a facetious chap!” But now it has taken on a darker tone, like a joke that’s not quite appropriate. Whether appreciated or not, facetious things are not for real.",bantering tongue-in-cheek,
0,insensible,(adj) barely able to be perceived (adj) incapable of physical sensation (adj) unresponsive to stimulation (adj) unaware of or indifferent to,"The adjective insensible is used to describe someone who is unconscious. If you keep your bowling ball on the top shelf of the closet and it rolls out and conks you on the head, you will be probably rendered insensible.","The adjective insensible describes a lack of emotional response or being indifferent. If your friend says that the roller coaster was so scary it nearly made him vomit and you shrug and say, ""Eh, it was okay,"" he may think you are insensible to fear. A lack of physical sensation can also be described as insensible. If your nerve endings are not acute and you don't feel much pain, you are insensible to pain. This can be dangerous, though, because you might not notice if you get hurt skateboarding.",indiscernible undetectable incognizant unaware unconscious anaesthetic anesthetic asleep benumbed numb insensitive insensitive senseless unaffected,sensible sensitive aware cognisant cognizant conscious sensitive
0,paucity,(n) an insufficient quantity or number,"The word paucity means not enough of something. If you've got a paucity of good cheer, for example, you'd better cheer up!","One good way to remember the meaning of paucity is that it's a bit like pauper, as in The Prince and the Pauper. The prince had too much money, and the pauper had a paucity. There are a lot of words that mean ""little"" or ""small,"" but paucity is used when you mean specifically ""not enough"" or ""too little."" People in LA don't understand how New Yorkers can live with such a paucity of space. For what New Yorkers pay for a tiny apartment, Angelenos get a house and a yard.",dearth,
0,belie,(v) be in contradiction with (v) represent falsely,"To belie means to contradict. If you are 93 but look like you are 53, then your young looks belie your age.","We get belie from the Old English beleogan, which meant ""to deceive by lying."" It suggests characteristics or behavior that inadvertently or deliberately hide the truth. To remember it, just think ""be lying."" Snow White's decision to barge into the Seven Dwarfs' home without invitation belied her gentle nature.",contradict negate misrepresent,
0,disabuse,(v) free somebody (from an erroneous belief),"Disabuse means to free someone of a belief that is not true. Many teachers of health find that when they teach, they spend as much energy disabusing kids of false beliefs as they do giving them the facts.","Disabuse is often connected to the word notion or idea. In singing lessons, you must disabuse young singers of the idea that they can sing better by singing louder. In the first year of college, many people are disabused of the idea that the way they are is ""normal,"" by meeting so many people who represent other ways to be.",,
0,facilitate,(v) make easier (v) increase the likelihood of (a response) (v) be of use,"To facilitate means to make something easier. If your best friend is very shy, you could facilitate her efforts to meet new people.","Facilitate comes from the Latin facilis, for easy. It means to make something easier or more likely to happen. You facilitate growth or a process, as opposed to, say, dinner.  Often in business meetings someone will be assigned to facilitate a discussion so people don't just sit in awkward silence. Synonyms are ease, simplify, expedite, and assist.",alleviate ease help,
0,insinuate,(v) give to understand (v) introduce or insert (oneself) in a subtle manner,"Insinuate means you imply or suggest something that may or may not be true. If you say things seemed to go wrong about the time your brother took over, you insinuate that he had something to do with the decline.","There's another way to insinuate. Suppose you're in line to get into a popular dance club when a celebrity appears, surrounded by a big entourage. If you strike up a conversation with one of the entourage, you may be able to insinuate that you're part of the group and go in with them. Don't feel bad â€” people have been doing it at least since the 1520s, when insinuate evolved from the Latin word insinuare, meaning ""wind one's way into.""",adumbrate intimate,
0,pedantic,(adj) marked by a narrow focus on or display of learning especially its trivial aspects,"There's nothing wrong with focusing on the details, but someone who is pedantic makes a big display of knowing obscure facts and details.","Pedantic means ""like a pedant,"" someone who's too concerned with literal accuracy or formality.  It's a negative term that implies someone is showing off book learning or trivia, especially in a tiresome way. You don't want to go antique-shopping with a pedantic friend, who will use the opportunity to bore you with his in-depth knowledge of Chinese porcelain kitty-litter boxes.",academic donnish,
0,beneficent,(adj) doing or producing good (adj) generous in assistance to the poor,"Beneficent is the type of act that helps others. If you're a beneficent person, you probably spend a lot of your time volunteering at soup kitchens or homeless shelters, helping people who are less fortunate than you are.","Beneficent shares the same root and sentiment with its fellow adjective, benevolent, which also means something that is good. The two words are so closely related that they also share the same Latin origin. Another related word, benefactor, is someone who gives support to an organization or institution or someone who takes care of another person. Kind, generous, and giving are all synonyms of beneficent.",benefic kind benevolent eleemosynary philanthropic,maleficent baleful baneful evil malefic malevolent malign malign
0,discerning,(adj) having or revealing keen insight and good judgment (adj) quick to understand (adj) unobtrusively perceptive and sympathetic (adj) able to make or detect effects of great subtlety; sensitive,Discerning people pick up on subtle traits and are good judges of quality — they're the ones who can tell if your cupcakes are homemade from the finest ingredients or totally from a box mix.,"Discerning is an adjective that comes from the Old French discerner, meaning to “distinguish (between), separate (by sifting).” Which makes sense, because someone with discerning tastes or a discerning eye is good at distinguishing the good from the bad and sifting out the gems from the junk. If you're an ace at picking out fabulous fabrics, accessories, and shoes when you get dressed each morning, you probably have discerning fashion sense.",critical clear percipient clear-eyed clear-sighted perspicacious prescient discriminating apprehensive discreet discriminating,undiscerning obtuse purblind uncomprehending indiscriminate
0,fallacious,(adj) containing or based on a fallacy (adj) based on an incorrect or misleading notion or information (adj) intended to deceive,"Something fallacious is a mistake that comes from too little information or unsound sources. Predictions that the whole state of California will snap off from the rest of North America and float away have proven to be fallacious — for now, anyway.","Fallacious comes ultimately from the Latin fallax, ""deceptive."" The word fallacious might describe an intentional deception or a false conclusion coming from bad science or incomplete understanding. A tween's assumption that anyone over 20 can't understand her situation would be fallacious; we have all been young once too.",unsound incorrect wrong deceitful fraudulent,
0,insipid,(adj) lacking interest or significance or impact (adj) lacking taste or flavor or tang,Something insipid is lacking in flavor or interest. You'll probably find the generic poems inside of greeting cards insipid.,"Insipid comes from the Latin insipidus, the opposite of sapidus which means flavorful. Because spices and salts are left out, hospital food is usually considered insipid. The most common use of the word is in a metaphorical sense for dull or flat. You might think that your goody-two-shoes cousin is the most insipid girl you've ever met.",jejune bland flat flavorless flavourless savorless savourless vapid,
0,penchant,(n) a strong liking,"A penchant is a strong preference or tendency. If you have a penchant for pizza, you either eat it daily or wish you did.","Penchant borrows from French, in which penchant literally means inclined. It goes back to the Latin pendere, for hanging, which is also the source of pendant. In both French and English, speakers have long used the idea of inclination metaphorically: a hillside can be inclined in one direction or another, and so can a person's thoughts. But in English, penchant is only for desires.",predilection preference taste,
0,bolster,(v) support and strengthen (v) prop up with a pillow or bolster (v) add padding to (n) a pillow that is often put across a bed underneath the regular pillows,"When you cheer up a friend who's feeling down, you bolster them. To bolster is to offer support or strengthen.","A bolster is also the name of a long pillow you might use to make your back feel better. And the two uses are not dissimilar. When you bolster your friends, you support them and prop them up, just like the pillow does for your back. When you're trying to bolster your credibility, you find people and/or documents that support you or your view. Bolster efforts to learn this word!",bolster up pad long pillow,
0,discordant,(adj) not in agreement or harmony (adj) lacking in harmony,"If you believe that movies should entertain, but your friend insists that movies should inspire, then the two of you hold discordant views on the purpose of movies. That means your opinions are in conflict.","You can see the word discord in discordant. Discord is tension felt between people who strongly disagree about something. So discordant describes experiencing discord, a lack of harmony. A discordant conversation at your dinner table may make some people upset â€” they want everyone to get along. Discordant can also describe harsh and unpleasant sounds, like the blaring horns in city traffic.",at variance discrepant dissonant dissentious divisive factious disharmonious dissonant inharmonic,accordant according agreeable concordant concurring consensual consentaneous consentient unanimous
0,fatuous,(adj) devoid of intelligence,"Fatuous means lacking intelligence. When your mother outlaws calling your brother stupid, use fatuous instead.","Fatuous derives from the Latin fatuus meaning ""foolish."" It sounds like it should have something to do with being fat, but it actually has no relation to size. Fatuus itself comes from a root that also gave us ""debate"" and this might be a good way to remember it. You want to debate someone who's fatuous, because they are unintelligent, silly and even a bit conceited, so they probably won't be very persuasive debaters. Just don't call them fatuous to their face. Even if they don't know what it means, it's just not nice!",asinine inane mindless vacuous,
0,insularity,(n) the state of being isolated or detached,"The noun insularity refers to the quality of being isolated or detached. In fact, the word is based on the Latin word insula, for ""island."" The phrase ""no man is an island"" means that no one can be completely separate from others.","The word insularity has a sense of detachment and insulation, but sometimes the meaning is extended to mean being narrow-minded. Parents always try to protect their kids from harm, but sometimes their insularity goes too far. If you grew up in the 1950s, for example, your parents may have wanted to protect you from the evils of Elvis and rock and roll.",detachment insularism insulation,
0,penury,(n) a state of extreme poverty or destitution,"Penury means extreme poverty to the point of homelessness and begging in the streets. Economic downturns, job loss, shopping sprees, and weekends at the high rollers' table in Vegas can lead to penury.","Penury comes from the Latin word penuria, which, though it sounds like something contagious, actually means scarcity. It's not a word that turns up often in casual conversation or even on nightly newscasts. You're more apt to spot it in a college textbook or maybe an editorial in The New York Times.",indigence need pauperisation pauperism pauperization,
0,bombastic,(adj) ostentatiously lofty in style,To be bombastic is to be full of hot air — like a politician who makes grand promises and doesn't deliver.,"What does cotton padding have to do with the word bombastic? Bombast was cotton padding or stuffing in the 1500s. Bombastic evolved as an adjective to describe something (or someone!) that is overly wordy, pompous, or pretentious, but the adjective is most often used to describe language (speech or writing). Still not seeing the connection to cotton padding? Think of writing or speech that is overly padded and you'll understand how the meaning came about.",declamatory large orotund tumid turgid,
0,discredit,(n) the state of being held in low esteem (v) damage the reputation of (v) reject as false; refuse to accept (v) cause to be distrusted or disbelieved,"Discredit means to cause mistrust or cast the accuracy of something into doubt. If you say that schooling is important to you, but you never study, your actions discredit you and your words.","You discredit what someone says when you choose not to believe it. You can discredit the rumors going around about your boyfriend if you are sure of his love. On a more personal level, you discredit people when you cast their authority or reputation into doubt. If you're running a tough race for class president, your opponent may try to discredit you by talking about your failures or even making up lies about you. But this would be to the discredit of your opponent â€” his or her own reputation would suffer for this bad behavior.",disrepute disgrace disbelieve,reputation repute believe
0,fawning,(adj) attempting to win favor by flattery (adj) attempting to win favor from influential people by flattery,"Use fawning to describe someone who's over the top in the flattery department. Like a fawning admirer who just won't stop complimenting your looks, showering you with gifts and otherwise kissing the ground you walk on.","From the Old English fægnian, meaning “rejoice, exult, be glad,” fawning can be both an adjective and a noun form of the verb fawn. Fawning people are often trying to win favor with the person being flattered, and it sometimes comes off as sucking up. So do everyone a favor and don't try to boost your poor grades by fawning over your professor’s every word.",bootlicking sycophantic toadyish bootlicking obsequious sycophantic toadyish,
0,intractable,(adj) not tractable; difficult to manage or mold,"Can't manage your stubborn little brother who won't do what anyone says? You could call him intractable, or you could call your mother. Problems are intractable when they can't be solved.","Intractable means not tractable. Helpful, right? No? Let's break it down. In both words you see the word tract. A contract is a written document that explains how a legal situation is to be managed together. When someone is tractable they are able to be managed or handled. When they are intractable, they are as unmanageable as a hungry two-year old.",defiant noncompliant difficult unmanageable disobedient obstinate stubborn unregenerate untamed wild balking balky refractory stubborn uncontrollable unmanageable unmalleable,manipulable tractable compliant manageable obedient docile tame tamed ductile malleable docile teachable tamable tameable
0,perennial,(adj) lasting an indefinitely long time; suggesting self-renewal (adj) recurring again and again (adj) lasting three seasons or more (n) (botany) a plant lasting for three seasons or more,"Perennial typically describes things that are permanent, constant, or repeated. If you fight with your parents every year over whether they really must invite your annoying cousins for Thanksgiving, you could call that a perennial conflict.","Arguing with your roommate about who cleaned the bathroom last time might be a perennial argument. There is also a perennial plant, which lasts more than two years and usually reappears each spring, because it produces flowers and seeds from the same root structure. Perennial comes from the Latin perennis, from the prefix per-, ""through,"" plus annus, or ""year."" Annus is also the source of our English word annual â€” an annual plant lives only one year or season.",long recurrent repeated,annual one-year biennial two-year
0,boorish,(adj) ill-mannered and coarse and contemptible in behavior or appearance,"If your cousin tells revolting jokes, belches, and smells like he spent the winter in a cave, he could be described as boorish — an adjective used for people with bad manners and a sloppy appearance.","We almost always use the word boorish for men. This may be because it can be traced back to a 13th century word for “herdsman.” Herdsmen spent a lot of time alone with their sheep, sleeping in tents, and cooking over open fires, so it was no wonder that they didn't have the same refined manners as city folk. If someone offends you by acting boorishly — say, by cutting you off in traffic — you could exclaim, “What a boor!”  Just don't confuse boor with bore: bad manners may be offensive, but they're rarely boring.",loutish neandertal neanderthal oafish swinish,
0,discrepancy,(n) a difference between conflicting facts or claims or opinions (n) an event that departs from expectations,"A discrepancy is a lack of agreement or balance. If there is a discrepancy between the money you earned and the number on your paycheck, you should complain to your boss.","There is a discrepancy when there is a difference between two things that should be alike. For example, there can be a wide discrepancy or a slight discrepancy between two objects, stories, or facts. The noun discrepancy is from Latin discrepare ""to sound differently,"" from the prefix dis- ""from"" plus crepare ""to rattle, creak.""",disagreement divergence variance variance variant,
0,felicitous,(adj) exhibiting an agreeably appropriate manner or style (adj) marked by good fortune,Felicitous describes something that's pleasantly apt or fitting. Felicitous words you write on your friend's birthday card are the ones that perfectly suit the occasion and make her happy when she reads them.,"Felicitous can mean ""appropriate,"" but it also describes something that's lucky. When you plan a trip to the amusement park and it turns out that the sun is shining, that’s felicitous. If you need to mail a package by a certain date and you make it to the post office just in time, that’s also felicitous. The Latin root of felicitous is felix, ""happy or lucky.""",congratulatory gratulatory happy well-chosen well-turned well-wishing happy happy,infelicitous awkward clumsy cumbersome ill-chosen inapt inept unfortunate unhappy
0,intransigence,(n) the trait of being intransigent; stubbornly refusing to compromise,"If you refuse to compromise with your sister about whose turn it is to do the dishes, your mother might accuse you both of intransigence. Intransigence is a stubborn refusal to change your views.",Inside of intransigence you see the Latin transigere which means to come to an understanding. People who show intransigence refuse to do this. Nations are often accused of intransigence when they refuse to comply with international standards or will.,intransigency,
0,perfidious,(adj) tending to betray; especially having a treacherous character as attributed to the Carthaginians by the Romans,"If someone accuses you of being perfidious, you should probably be offended — it means underhanded, treacherous, deceitful — even evil.","If you betray people often, you're perfidious: traitors are extremely perfidious. Besides betrayal, this word implies lying and maybe other kinds of awful behavior, like stealing and taking bribes. Everyone tries to avoid perfidious people. Perfidious is kind of an old-fashioned word, but being perfidious will never go out of style, unfortunately.",punic treacherous,
0,burgeon,(v) grow and flourish,"Use the verb burgeon to describe something that is growing, expanding, and flourishing. If you have a green thumb, in the spring your flower gardens may burgeon. If you don't have a green thumb, your collection of plastic plants may burgeon.","Although burgeon means to grow and flourish, it doesn't necessarily have to apply only to plants. Your town can have burgeoning downtown development. Your tiny retirement account can burgeon into an excellent emergency fund if you invest even a small amount each month. You may have a burgeoning career as a villain if you overthrow a planet by using your mind-controlling ray gun on the populace.",,
0,discrete,(adj) constituting a separate entity or part,"Discrete means separate or divided. A discrete unit is a separate part of something larger. A room is a discrete space within a house, just as the crankshaft is a discrete part of a car engine.","If something is discrete, it has its own space. An ice cube comes from an ice tray, but it has its own discrete compartment. A student government might have discrete committees for different projects. Don't confuse discrete with its close cousin discreet, which means “appropriately private.” Billionaire Bruce Wayne, for example, is very discreet about his secret life as Batman. You could say Batman is a discrete, or separate, part of Bruce Wayne’s identity. Anything distinct and separated is discrete.",distinct,
0,fervor,(n) feelings of great warmth and intensity (n) the state of being emotionally aroused and worked up,"Use fervor to describe an intensity of emotion or expression. Fans of the Los Angeles Dodgers show so much fervor that they ""bleed Dodger blue.""","This noun comes to us from Latin fervere, meaning ""to boil, glow."" In the English word fervor, the suffix –or means ""a condition or property of something."" There is another –or suffix that means ""a person or thing that does the thing expressed by the verb."" A corresponding adjective is fervent; synonyms of the noun and adjective are ardor and ardent.",ardor ardour fervency fervidness fervour fire excitation excitement fervour inflammation,
0,inundate,"(v) fill or cover completely, usually with water (v) fill quickly beyond capacity; as with a liquid","To inundate means to quickly fill up or overwhelm, just like a flood. Your bathroom could be inundated with water if the pipes burst, and hopefully your inbox is inundated with nice emails on your birthday.","Commonly used to refer to a deluge of water, inundate can also refer to an overflow of something less tangible, like information. Right before the holidays, toy stores are often inundated with eager parents scrambling to get the latest action figures and video games. Attempt to read the entire dictionary in one sitting and you'll inundate your mind with vocabulary. But you probably won't remember any of it tomorrow.",deluge submerge deluge flood swamp,
0,perfunctory,(adj) hasty and without attention to detail; not thorough (adj) as a formality only,"Perfunctory means done as part of a routine or duty. If you give someone a gift and they look at it like it's roadkill and say nothing about it but a perfunctory ""thank you,"" you might not be giving them another one anytime soon.","A person who does something in a perfunctory way shows little enthusiasm or interest in what they are doing. Many of our everyday greetings are perfunctory. For example, when we say hello and how are you, it's usually done out of habit. Perfunctory is from Latin perfunctus, from perfungi ""to get through with, perform,"" formed from the Latin prefix per- ""completely"" plus fungi ""to perform.""",casual cursory passing pro forma,
0,burnish,(v) polish and make shiny (n) the property of being smooth and shiny,"That seductive gleam on that Porsche behind the dealer's window? It's called a burnish, a gloss only achieved by loads of polishing. Likewise, you can burnish a resume by polishing it until it's perfect.","A caution about usage: burnish in the physical sense is usually reserved for inanimate objects — a woman will not be happy to hear that her appearance is ""burnished to perfection."" But your car will thank you. Also, one of the most common non-physical things to be burnished? A reputation. People are forever burnishing them — and its opposite, besmirching them (i.e., making them dirty).",buff furbish gloss glossiness polish,
0,disingenuous,(adj) not straightforward or candid; giving a false appearance of frankness,Use the adjective disingenuous to describe behavior that's not totally honest or sincere. It's disingenuous when people pretend to know less about something than they really do.,"Disingenuous combines dis-, meaning not, with ingenuous (from the Latin gen-, meaning born) which was originally used to distinguish free-born Romans from slaves, and later came to mean honest or straightforward. So disingenuous means dishonest. Ingenuous is less common now than disingenuous, but we still use it for someone who is sincere to the point of naivetÃ©.  A good synonym is insincere.",artful,artless ingenuous candid heart-to-heart open undistorted sincere naif naive
0,flag,"(n) emblem usually consisting of a rectangular piece of cloth of distinctive design (n) a rectangular piece of fabric used as a signalling device (n) flagpole used to mark the position of the hole on a golf green (v) provide with a flag (v) communicate or signal with a flag (v) decorate with flags (n) a listing printed in all issues of a newspaper or magazine (usually on the editorial page) that gives the name of the publication and the names of the editorial staff, etc. (n) plants with sword-shaped leaves and erect stalks bearing bright-colored flowers composed of three petals and three drooping sepals (n) stratified stone that splits into pieces suitable as paving stones (n) a conspicuously marked or shaped tail (v) droop, sink, or settle from or as if from pressure or loss of tautness (v) weaken or become less intense","A flag is a piece of cloth that represents a country, group, or institution. If you're particularly proud of your Irish heritage, you might fly an Irish flag in your front yard.","A real flag enthusiast might fly the American flag, their state flag, their city's flag, and the flag of their parents' birth countries. There are also flags used for signaling on ships at sea and during races and sporting events, and flags that represent armies or advertise products. When flag is used as a verb, it means ""to lose energy or enthusiasm."" When students start to flag in the afternoon, they tend to take a quick nap â€” sitting up at their desks.",signal flag pin masthead fleur-de-lis iris sword lily flagstone droop sag swag ease off ease up slacken off,
0,inured,(adj) made tough by habitual exposure,"If you have gotten so many mosquito bites in your life that they no longer bother you, you have become inured to them. This means you have become accustomed to tolerating them.","This adjective is derived from the 16th-century phrase in ure, meaning “in use” or “in practice.” When you are inured to something, you have probably had a lot of persistent exposure to it, and it’s usually something negative. People can become inured to pain, inured to violence, and even inured to the sound of a little yappy dog that won’t stop barking.",enured hardened,
0,permeable,(adj) allowing fluids or gases to pass or diffuse through,"Something that is permeable can be passed through, especially by liquids or gases. ""I wish I hadn't worn my permeable sweater to the picnic when the weatherman called for thunderstorms. The rain seeped right through the fabric, soaking me to the skin.""","A permeable surface allows materials like liquids to pass through â€” either in or out. Inside the body, the walls of cells are permeable membranes that allow fluids and nutrients to get in and nourish the cells. A permeable shirt is good to wear in the summer, because it helps release the sweat sticking to the skin.",leaky porous semipermeable pervious,impermeable tight retentive water-repellent water-resistant imperviable impervious
0,buttress,(n) a support usually of stone or brick; supports the wall of a building (v) reinforce with a buttress (v) make stronger or defensible,You can buttress an argument with solid facts or your financial portfolio with safe investments. You may find that giving compliments to everyone you meet buttresses your popularity. To buttress is to sustain or reinforce.,"A buttress is a structure that adds stability to a wall or building, and this innovation played a significant role in the evolution of architecture. Think of a medieval cathedral. It's an incredibly tall, open building filled with light from vast windows. Without buttresses supporting the walls and carrying the weight of the ceiling away from the building and down to the ground, this cathedral would be impossible. Picture this when you use buttress figuratively as a verb meaning to strengthen and support.",buttressing,
0,disinterested,(adj) unaffected by self-interest,"If you can't decide whether to purchase the shirt with orange polka dots or the purple paisley-patterned one, you might seek input from a disinterested, or unbiased, party (who will probably tell you not to buy either one).","Depending on whom you ask, disinterested is either one of the most commonly misused words in the English language, or a perfect example of usage experts and English teachers being way too uptight. While everyone agrees that disinterested can mean “unbiased,” the debate rages on as to whether it can also mean “uninterested” or “indifferent.” Sticklers are vehemently opposed to this secondary meaning. (Of course, you’ll also find the disinterested — or uninterested? — folks who couldn’t care less.)",impartial,
0,fledgling,(n) young bird that has just fledged or become capable of flying (adj) (of a young bird) having acquired its flight feathers (n) any new participant in some activity (adj) young and inexperienced,"A fledgling is a fuzzy baby bird just learning to fly, or someone (like a baby bird) who's brand new at doing something. Awww.","If you're not talking about a baby bird, fledgling is often used as an adjective describing a new participant in something, like a fledgling senator still learning the ropes of how to legislate, or a fledgling drama program trying to build audiences for its plays. It can also mean inexperienced and young, like the fledgling photographer for the school paper who accidentally erases all the pictures. If you're British, spell it fledgeling if you like, both spellings are correct.",fledgeling fledgeling entrant fledgeling freshman neophyte newbie newcomer starter callow unfledged,
0,invective,(n) abusive or venomous language used to express blame or censure or bitter deep-seated ill will,"Invective is harsh, abusive language, like, ""you dirty rotten scoundrel.""  I'm sure you can think of harsher and more obscene examples, but we won't get into them here.","Invective comes from the Latin for ""abusive.""  It kind of sounds like a harsh word, actually, with those sharp, dagger-like V's.  People usually put a colorful verb or phrase before it. Some examples: ""She spewed invective,"" ""She hurled invective,"" ""She burst forth into invective.""  You can follow it with a phrase like, ""picking up her plate and throwing it across the room.""",vitriol vituperation,
0,pervasive,(adj) spreading or spread throughout,"When something is pervasive, it's everywhere. Common things are pervasive — like greed and cheap perfume.","Ever notice how certain trends seem to spread all over the place? When something — like a hairstyle — is super-common, it's pervasive. Pervasive things can't be escaped. Playing video games is pervasive among kids. Talking about the weather is pervasive among adults. Ideas, diseases, habits, and all sorts of things can be pervasive. If you're sick of seeing something because you're seeing it again and again, it must be pervasive.",permeant permeating permeative,
0,cacophonous,(adj) having an unpleasant sound,"The adjective cacophonous describes loud, harsh sounds, like the cacophonous racket your brother and his band mates make while trying to learn how to play their instruments.","To correctly pronounce cacophonous, accent the second syllable: ""cuh-CAW-fuh-nus."" It is related to the Greek words kakos, meaning ""bad, evil,"" and phone, or ""voice."" You may feel like you're facing something evil if youâ€™re bombarded by the cacophonous sounds of, say, political pundits yelling at one another, or the chaotic sounds of traffic and voices on a busy urban street. Cacophonous is the opposite of harmonious.",cacophonic,euphonious euphonous golden silvern silvery
0,disjointed,(adj) taken apart at the joints (adj) separated at the joint (adj) lacking orderly continuity,"Disjointed isn’t when you can bend your thumb all the way backwards — that’s double-jointed. Disjointed means ""unorganized"" or ""disconnected.""","Disjointed is an adjective that describes something as disconnected, illogical, or just messed up. A disjointed argument is an argument that doesn’t make a lot of sense. The same can be said for a disjointed sentence or a disjointed speech. In a medical sense, disjointed means ""dislocated,"" or “separated at the joint.” When someone gets injured, they may end up with a disjointed shoulder or a disjointed hip.",divided dislocated separated confused disconnected disordered garbled illogical scattered unconnected,
0,flout,(v) treat with contemptuous disregard (v) laugh at with contempt and derision,"To flout is to scorn or show contempt for. ""I flout the law and the concept of civilian safety by making a concerted effort to jaywalk every time I cross a street.""","Oddly enough, when flout came into existence in the 1550s, it had a much different sense to it than it does now; it's believed that it evolved from the Middle English flowten “to play the flute."" As a verb, it means to scorn, as in, for example, to scorn a law, person, or social norm by defying it. As a noun, it is a contemptuous remark or insult. Wrote William Shakespeare, “Flout 'em, and scout 'em; and scout 'em and flout 'em; Thought is free.”",scoff barrack gibe jeer scoff,
0,irascible,(adj) quickly aroused to anger (adj) characterized by anger,"If you're irascible, you get angry easily — perhaps blowing up in rage when someone brushes into you.","Irascible comes from the Latin root ira, which means ""anger"" or ""rage,"" the same root that gives us  the word ire, ""anger."" The -sc in the middle of irascible, means ""becoming,"" so irascible doesn't just mean you're angry — it's got action built into it. If you're looking for a fight most of the time, then you're irascible — ready for the spark that's going to set you on fire.",choleric hot-tempered hotheaded quick-tempered short-tempered choleric,
0,phlegmatic,(adj) showing little emotion,"Yes, phlegmatic has roots in that colorless, mucousy stuff called phlegm, but people who are phlegmatic aren't called that because they have lots of mucus. They are just a little dull in expressing feelings or showing emotion.","It may be their training more than their natural behavior, but those palace guards who wear the red coats and big hats and show absolutely no expression on their faces are phlegmatic. Attempts to make them laugh, smile, or twist their faces in irritation won’t work, because being phlegmatic is important to their role as stone-faced keepers of the palace. Phlegmatic people show less emotion on the outside — but who knows, they may be jumping up and down on the inside.",phlegmatical,
0,capricious,(adj) determined by chance or impulse or whim rather than by necessity or reason (adj) changeable,"Capricious is an adjective to describe a person or thing that's impulsive and unpredictable, like a bride who suddenly leaves her groom standing at the wedding altar.","You can criticize a fickle-minded person as capricious, but it could just as well describe quickly changing weather, as in ""capricious spring storms."" It's the adjective form of the noun caprice, which means a sudden change of mood. Caprice might come from capra, the Italian word for ""goat"" (because goats are frisky), or from capo, ""head"" + riccio, ""hedgehog."" Why bring hedgehogs into it? If you have a ""hedgehog head,"" you are so scared that your hair is standing straight on end. A scared person makes sudden starts this way and that, just as a capricious person does.",impulsive whimsical freakish,
0,dismiss,(v) stop associating with (v) bar from attention or consideration (v) end one's encounter with somebody by causing or permitting the person to leave (v) cease to consider; put out of judicial consideration (v) terminate the employment of; discharge from an office or position (v) declare void,"At the end of a lesson period, your teacher says, ""class dismissed."" This means that you and the rest of the students are free to go.","Dismiss means to let go. If a judge dismisses a case, it means he's saying it has no merit, and is throwing it out of court. If you are dismissed from your job, it means you've been fired. And if you've been ignoring your friends' warnings that your boyfriend is cheating, you've been dismissing their concerns. ""Don't dismiss me!"" is something you say when the person you're talking to is not taking you and your comments seriously.",drop send away send packing brush aside brush off discount disregard ignore push aside usher out throw out can displace fire force out give notice give the axe give the sack sack send away terminate dissolve,employ engage hire
